Codice attacco,Test Number,Data inizio attacco,Data fine attacco,Exit code
T1078.003  - ,3,2024-06-24T17:26:30+02:00,2024-06-24T17:27:03+02:00,0
T1082  - ,1,2024-06-24T17:27:05+02:00,2024-06-24T17:27:07+02:00,0
T1082  - ,2,2024-06-24T17:27:09+02:00,2024-06-24T17:27:09+02:00,0
T1082  - ,3,2024-06-24T17:27:11+02:00,2024-06-24T17:27:11+02:00,0
T1082  - ,4,2024-06-24T17:27:13+02:00,2024-06-24T17:27:15+02:00,0
T1082  - ,5,2024-06-24T17:27:17+02:00,2024-06-24T17:27:18+02:00,0
T1082  - ,6,2024-06-24T17:27:20+02:00,2024-06-24T17:27:40+02:00,0
T1082  - ,7,2024-06-24T17:27:42+02:00,2024-06-24T17:28:12+02:00,0
T1082  - ,8,2024-06-24T17:28:14+02:00,2024-06-24T17:28:21+02:00,0
T1082  - ,9,2024-06-24T17:28:24+02:00,2024-06-24T17:30:13+02:00,-1
